Attrition,Business_Travel,CF_age_band,CF_attrition_label,Department,Education_Field,emp_no,Employee_Number,Gender,Job_Role,Marital_Status,Over_Time,Over18,Training_Times_Last_Year,Age,CF_current_Employee,Daily_Rate,Distance_From_Home,Education,Employee_Count,Environment_Satisfaction,Hourly_Rate,Job_Involvement,Job_Level,Job_Satisfaction,Monthly_Income,Monthly_Rate,Num_Companies_Worked,Percent_Salary_Hike,Performance_Rating,Relationship_Satisfaction,Standard_Hours,Stock_Option_Level,Total_Working_Years,Work_Life_Balance,Years_At_Company,Years_In_Current_Role,Years_Since_Last_Promotion,Years_With_Curr_Manager
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-1292,1292,Female,Research Scientist,Married,Yes,Y,2,42,1,603,7,Master's Degree,1,2,78,4,2,2,2372.00,5628.00,6,16,3,4,80,0,18,3,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,STAFF-1293,1293,Female,Sales Executive,Single,No,Y,3,43,1,531,4,Master's Degree,1,4,56,2,3,4,10231.00,20364.00,3,14,3,4,80,0,23,4,21,7,15,17
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1294,1294,Female,Manufacturing Director,Single,Yes,Y,2,36,1,429,2,Master's Degree,1,3,53,3,2,2,5410.00,2323.00,9,11,3,4,80,0,18,3,16,14,5,12
Yes,Travel_Rarely,35 - 44,Ex-Employees,R&D,Medical,STAFF-1295,1295,Female,Healthcare Representative,Married,No,Y,2,44,0,621,15,Bachelor's Degree,1,1,73,3,3,4,7978.00,14075.00,1,11,3,4,80,1,10,3,10,7,0,5
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1296,1296,Male,Laboratory Technician,Married,Yes,Y,2,28,1,193,2,Bachelor's Degree,1,4,52,2,1,4,3867.00,14222.00,1,12,3,2,80,1,2,3,2,2,2,2
No,Travel_Frequently,45 - 54,Current Employees,R&D,Medical,STAFF-1297,1297,Female,Laboratory Technician,Single,No,Y,6,51,1,968,6,Associates Degree,1,2,40,2,1,3,2838.00,4257.00,0,14,3,2,80,0,8,2,7,0,7,7
No,Non-Travel,25 - 34,Current Employees,R&D,Medical,STAFF-1298,1298,Female,Manufacturing Director,Single,Yes,Y,3,30,1,879,9,Associates Degree,1,3,72,3,2,3,4695.00,12858.00,7,18,3,3,80,0,10,3,8,4,1,7
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Technical Degree,STAFF-1299,1299,Female,Laboratory Technician,Divorced,Yes,Y,2,29,0,806,7,Bachelor's Degree,1,2,39,3,1,3,3339.00,17285.00,3,13,3,1,80,2,10,3,7,7,7,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Technical Degree,STAFF-1301,1301,Male,Research Scientist,Single,No,Y,2,28,1,640,1,Bachelor's Degree,1,4,84,3,1,1,2080.00,4732.00,2,11,3,2,80,0,5,2,3,2,1,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-1303,1303,Female,Research Scientist,Single,No,Y,3,25,1,266,1,Bachelor's Degree,1,4,40,3,1,2,2096.00,18830.00,1,18,3,4,80,0,2,2,2,2,2,1
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,STAFF-1304,1304,Male,Sales Executive,Married,No,Y,4,32,1,604,8,Bachelor's Degree,1,3,56,4,2,4,6209.00,11693.00,1,15,3,3,80,2,10,4,10,7,0,8
No,Travel_Frequently,45 - 54,Current Employees,R&D,Medical,STAFF-1306,1306,Female,Manager,Single,No,Y,4,45,1,364,25,Bachelor's Degree,1,2,83,3,5,2,18061.00,13035.00,3,22,4,3,80,0,22,3,0,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-1307,1307,Female,Manager,Divorced,Yes,Y,4,39,1,412,13,Master's Degree,1,3,94,2,4,2,17123.00,17334.00,6,13,3,4,80,2,21,3,19,9,15,2
No,Travel_Rarely,Over 55,Current Employees,R&D,Life Sciences,STAFF-1308,1308,Male,Research Scientist,Divorced,No,Y,3,58,1,848,23,Master's Degree,1,1,88,3,1,3,2372.00,26076.00,1,12,3,4,80,2,2,3,2,2,2,2
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Life Sciences,STAFF-1309,1309,Male,Laboratory Technician,Married,No,Y,3,32,0,1089,7,Associates Degree,1,4,79,3,2,3,4883.00,22845.00,1,18,3,1,80,1,10,3,10,4,1,1
Yes,Travel_Rarely,35 - 44,Ex-Employees,R&D,Medical,STAFF-1310,1310,Male,Research Scientist,Single,No,Y,2,39,0,360,23,Bachelor's Degree,1,3,93,3,1,1,3904.00,22154.00,0,13,3,1,80,0,6,3,5,2,0,3
No,Travel_Rarely,25 - 34,Current Employees,R&D,Technical Degree,STAFF-1311,1311,Female,Laboratory Technician,Married,No,Y,6,30,1,1138,6,Bachelor's Degree,1,1,48,2,2,4,4627.00,23631.00,0,12,3,1,80,1,10,3,9,2,6,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Technical Degree,STAFF-1312,1312,Female,Healthcare Representative,Married,No,Y,0,36,1,325,10,Master's Degree,1,4,63,3,3,3,7094.00,5747.00,3,12,3,1,80,0,10,3,7,7,1,7
No,Travel_Rarely,45 - 54,Current Employees,HR,Life Sciences,STAFF-1314,1314,Female,Human Resources,Single,No,Y,3,46,1,991,1,Associates Degree,1,4,44,3,1,1,3423.00,22957.00,6,12,3,3,80,0,10,4,7,6,5,7
No,Non-Travel,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1315,1315,Female,Laboratory Technician,Married,No,Y,6,28,1,1476,1,Bachelor's Degree,1,3,55,1,2,4,6674.00,16392.00,0,11,3,1,80,3,10,3,9,8,7,5
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-1317,1317,Female,Research Director,Married,Yes,Y,2,50,1,1322,28,Bachelor's Degree,1,4,43,3,4,1,16880.00,22422.00,4,11,3,2,80,0,25,3,3,2,1,2
Yes,Travel_Rarely,35 - 44,Ex-Employees,Sales,Marketing,STAFF-1318,1318,Male,Sales Executive,Single,Yes,Y,2,40,0,299,25,Master's Degree,1,4,57,2,3,2,9094.00,17235.00,2,12,3,3,80,0,9,3,5,4,1,0
Yes,Travel_Rarely,45 - 54,Ex-Employees,Sales,Life Sciences,STAFF-1319,1319,Male,Sales Executive,Single,Yes,Y,2,52,0,1030,5,Bachelor's Degree,1,2,64,3,3,2,8446.00,21534.00,9,19,3,3,80,0,10,2,8,7,7,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-1321,1321,Female,Manager,Married,Yes,Y,2,30,1,634,17,Master's Degree,1,2,95,3,3,1,11916.00,25927.00,1,23,4,4,80,2,9,3,9,1,0,8
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1322,1322,Male,Manufacturing Director,Single,No,Y,6,39,1,524,18,Associates Degree,1,1,32,3,2,3,4534.00,13352.00,0,11,3,1,80,0,9,3,8,7,1,7
No,Non-Travel,25 - 34,Current Employees,Sales,Life Sciences,STAFF-1324,1324,Female,Sales Executive,Divorced,Yes,Y,5,31,1,587,2,Master's Degree,1,4,57,3,3,3,9852.00,8935.00,1,19,3,1,80,1,10,2,10,8,9,6
No,Non-Travel,35 - 44,Current Employees,Sales,Medical,STAFF-1329,1329,Male,Sales Executive,Single,No,Y,4,41,1,256,10,Associates Degree,1,3,40,1,2,2,6151.00,22074.00,1,13,3,1,80,0,19,3,19,2,11,9
Yes,Travel_Frequently,25 - 34,Ex-Employees,Sales,Life Sciences,STAFF-1331,1331,Female,Sales Representative,Single,Yes,Y,2,31,0,1060,1,Bachelor's Degree,1,4,54,3,1,2,2302.00,8319.00,1,11,3,1,80,0,3,4,3,2,2,2
Yes,Travel_Rarely,35 - 44,Ex-Employees,R&D,Life Sciences,STAFF-1333,1333,Male,Laboratory Technician,Married,No,Y,4,44,0,935,3,Bachelor's Degree,1,1,89,3,1,1,2362.00,14669.00,4,12,3,3,80,0,10,4,3,2,1,2
No,Non-Travel,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1334,1334,Male,Manager,Married,Yes,Y,3,42,1,495,2,High School,1,3,37,3,4,3,17861.00,26582.00,0,13,3,4,80,0,21,2,20,8,2,10
No,Travel_Rarely,Over 55,Current Employees,R&D,Medical,STAFF-1336,1336,Female,Manager,Married,No,Y,5,55,1,282,2,Associates Degree,1,4,58,1,5,3,19187.00,6992.00,4,14,3,4,80,1,23,3,19,9,9,11
No,Travel_Rarely,Over 55,Current Employees,HR,Life Sciences,STAFF-1338,1338,Male,Manager,Single,No,Y,4,56,1,206,8,Master's Degree,1,4,99,3,5,2,19717.00,4022.00,6,14,3,1,80,0,36,3,7,3,7,7
No,Non-Travel,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1340,1340,Male,Research Scientist,Divorced,No,Y,0,40,1,458,16,Associates Degree,1,3,74,3,1,3,3544.00,8532.00,9,16,3,2,80,1,6,3,4,2,0,0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1344,1344,Male,Healthcare Representative,Divorced,No,Y,0,34,1,943,9,Bachelor's Degree,1,4,86,3,3,4,8500.00,5494.00,0,11,3,4,80,1,10,2,9,7,1,6
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1346,1346,Male,Research Scientist,Single,No,Y,4,40,1,523,2,Bachelor's Degree,1,3,98,3,2,4,4661.00,22455.00,1,13,3,3,80,0,9,3,9,8,8,8
No,Travel_Frequently,35 - 44,Current Employees,Sales,Marketing,STAFF-1349,1349,Female,Sales Executive,Divorced,No,Y,2,41,1,1018,1,Bachelor's Degree,1,3,66,3,2,1,4103.00,4297.00,0,17,3,4,80,1,10,3,9,3,1,7
No,Travel_Frequently,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1350,1350,Male,Research Scientist,Single,Yes,Y,3,35,1,482,4,Master's Degree,1,3,87,3,2,3,4249.00,2690.00,1,11,3,2,80,0,9,3,9,6,1,1
No,Travel_Rarely,45 - 54,Current Employees,HR,Life Sciences,STAFF-1352,1352,Male,Manager,Divorced,Yes,Y,2,51,1,770,5,Bachelor's Degree,1,3,84,3,4,2,14026.00,17588.00,1,11,3,2,80,1,33,3,33,9,0,10
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,STAFF-1355,1355,Female,Sales Executive,Divorced,No,Y,3,38,1,1009,2,Associates Degree,1,2,31,3,2,1,6893.00,19461.00,3,15,3,4,80,1,11,3,7,7,1,7
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,STAFF-1356,1356,Female,Sales Executive,Single,No,Y,6,34,1,507,15,Associates Degree,1,3,66,3,2,1,6125.00,23553.00,1,12,3,4,80,0,10,4,10,8,9,6
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-1358,1358,Male,Laboratory Technician,Married,No,Y,6,25,1,882,19,High School,1,4,67,3,1,4,3669.00,9075.00,3,11,3,3,80,3,7,2,3,2,1,2
Yes,Travel_Rarely,Over 55,Ex-Employees,R&D,Medical,STAFF-1360,1360,Female,Manufacturing Director,Married,Yes,Y,0,58,0,601,7,Master's Degree,1,3,53,2,3,1,10008.00,12023.00,7,14,3,4,80,0,31,2,10,9,5,9
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1361,1361,Male,Laboratory Technician,Married,No,Y,3,40,1,329,1,Master's Degree,1,2,88,3,1,2,2387.00,6762.00,3,22,4,3,80,1,7,3,4,2,0,3
No,Travel_Frequently,35 - 44,Current Employees,Sales,Marketing,STAFF-1362,1362,Female,Sales Executive,Married,No,Y,2,36,1,607,7,Bachelor's Degree,1,1,83,4,2,1,4639.00,2261.00,2,16,3,4,80,1,17,2,15,7,6,13
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-1363,1363,Male,Manufacturing Director,Single,No,Y,2,48,1,855,4,Bachelor's Degree,1,4,54,3,3,4,7898.00,18706.00,1,11,3,3,80,0,11,3,10,9,0,8
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,STAFF-1364,1364,Female,Sales Representative,Married,No,Y,4,27,1,1291,11,Bachelor's Degree,1,3,98,4,1,4,2534.00,6527.00,8,14,3,2,80,1,5,3,1,0,0,0
No,Travel_Rarely,45 - 54,Current Employees,R&D,Technical Degree,STAFF-1367,1367,Female,Manufacturing Director,Single,No,Y,1,51,1,1405,11,Associates Degree,1,4,82,2,4,2,13142.00,24439.00,3,16,3,2,80,0,29,2,5,2,0,3
No,Non-Travel,Under 25,Current Employees,R&D,Life Sciences,STAFF-1368,1368,Female,Laboratory Technician,Single,No,Y,5,18,1,1124,1,Bachelor's Degree,1,4,97,3,1,4,1611.00,19305.00,1,15,3,3,80,0,0,4,0,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-1369,1369,Female,Laboratory Technician,Married,No,Y,0,35,1,817,1,Bachelor's Degree,1,4,60,2,2,4,5363.00,10846.00,0,12,3,2,80,1,10,3,9,7,0,0
No,Travel_Frequently,25 - 34,Current Employees,Sales,Life Sciences,STAFF-1371,1371,Male,Sales Executive,Single,No,Y,3,27,1,793,2,High School,1,4,43,1,2,4,5071.00,20392.00,3,20,4,2,80,0,8,3,6,2,0,0
Yes,Travel_Rarely,Over 55,Ex-Employees,Sales,Marketing,STAFF-1372,1372,Male,Sales Executive,Single,Yes,Y,2,55,0,267,13,Master's Degree,1,1,85,4,4,3,13695.00,9277.00,6,17,3,3,80,0,24,2,19,7,3,8
No,Travel_Rarely,Over 55,Current Employees,R&D,Life Sciences,STAFF-1373,1373,Male,Manufacturing Director,Married,Yes,Y,0,56,1,1369,23,Bachelor's Degree,1,4,68,3,4,2,13402.00,18235.00,4,12,3,1,80,1,33,3,19,16,15,9
No,Non-Travel,25 - 34,Current Employees,R&D,Technical Degree,STAFF-1374,1374,Female,Research Scientist,Divorced,No,Y,2,34,1,999,26,High School,1,1,92,2,1,3,2029.00,15891.00,1,20,4,3,80,3,5,3,5,4,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-1375,1375,Female,Healthcare Representative,Divorced,No,Y,0,40,1,1202,2,High School,1,2,89,4,2,3,6377.00,13888.00,5,20,4,2,80,3,15,3,12,11,11,8
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-1377,1377,Male,Laboratory Technician,Married,No,Y,1,34,1,285,29,Bachelor's Degree,1,2,86,3,2,3,5429.00,17491.00,4,13,3,1,80,2,10,3,8,7,7,7
Yes,Travel_Frequently,25 - 34,Ex-Employees,Sales,Life Sciences,STAFF-1379,1379,Female,Sales Representative,Single,No,Y,3,31,0,703,2,Bachelor's Degree,1,3,90,2,1,4,2785.00,11882.00,7,14,3,3,80,0,3,4,1,0,0,0
Yes,Travel_Frequently,35 - 44,Ex-Employees,Sales,Marketing,STAFF-1380,1380,Female,Sales Executive,Married,Yes,Y,0,35,0,662,18,Master's Degree,1,4,67,3,2,3,4614.00,23288.00,0,18,3,3,80,1,5,2,4,2,3,2
No,Travel_Frequently,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1382,1382,Male,Research Scientist,Divorced,No,Y,2,38,1,693,7,Bachelor's Degree,1,4,57,4,1,3,2610.00,15748.00,1,11,3,4,80,3,4,3,4,2,0,3
No,Travel_Rarely,25 - 34,Current Employees,R&D,Technical Degree,STAFF-1383,1383,Female,Healthcare Representative,Single,No,Y,2,34,1,404,2,Master's Degree,1,3,98,3,2,4,6687.00,6163.00,1,11,3,4,80,0,14,4,14,11,4,11
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,STAFF-1387,1387,Male,Sales Executive,Married,No,Y,0,28,1,736,26,Bachelor's Degree,1,3,48,2,2,1,4724.00,24232.00,1,11,3,3,80,1,5,3,5,3,0,4
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,STAFF-1389,1389,Male,Manufacturing Director,Married,Yes,Y,3,31,0,330,22,Master's Degree,1,4,98,3,2,3,6179.00,21057.00,1,15,3,4,80,2,10,2,10,2,6,7
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,STAFF-1390,1390,Male,Sales Executive,Married,Yes,Y,2,39,1,1498,21,Master's Degree,1,1,44,2,2,4,6120.00,3567.00,3,12,3,4,80,2,8,4,5,4,1,4
No,Travel_Frequently,45 - 54,Current Employees,Sales,Marketing,STAFF-1391,1391,Male,Sales Executive,Married,No,Y,5,51,1,541,2,Bachelor's Degree,1,2,52,3,3,2,10596.00,15395.00,2,11,3,2,80,0,14,3,4,2,3,2
No,Travel_Frequently,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1392,1392,Female,Research Scientist,Divorced,Yes,Y,4,41,1,1200,22,Bachelor's Degree,1,4,75,3,2,4,5467.00,13953.00,3,14,3,1,80,2,12,2,6,2,3,3
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1394,1394,Male,Research Scientist,Married,Yes,Y,2,37,1,1439,4,High School,1,3,54,3,1,3,2996.00,5182.00,7,15,3,4,80,0,8,3,6,4,1,3
No,Travel_Frequently,25 - 34,Current Employees,Sales,Life Sciences,STAFF-1395,1395,Male,Sales Executive,Married,No,Y,2,33,1,1111,5,High School,1,2,61,3,2,4,9998.00,19293.00,6,13,3,1,80,0,8,4,5,4,1,2
No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,STAFF-1396,1396,Male,Sales Executive,Married,Yes,Y,3,32,1,499,2,High School,1,3,36,3,2,2,4078.00,20497.00,0,13,3,1,80,3,4,2,3,2,1,2
No,Non-Travel,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1397,1397,Male,Healthcare Representative,Married,No,Y,2,39,1,1485,25,Associates Degree,1,3,71,3,3,3,10920.00,3449.00,3,21,4,2,80,1,13,3,6,4,0,5
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,STAFF-1399,1399,Male,Sales Executive,Married,No,Y,3,25,1,1372,18,High School,1,1,93,4,2,3,6232.00,12477.00,2,11,3,2,80,0,6,2,3,2,1,2
No,Travel_Frequently,45 - 54,Current Employees,R&D,Medical,STAFF-1401,1401,Female,Manufacturing Director,Married,Yes,Y,3,52,1,322,28,Associates Degree,1,4,59,4,4,3,13247.00,9731.00,2,11,3,2,80,1,24,2,5,3,0,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-1402,1402,Female,Research Scientist,Single,Yes,Y,3,43,1,930,6,Bachelor's Degree,1,1,73,2,2,3,4081.00,20003.00,1,14,3,1,80,0,20,1,20,7,1,8
No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,STAFF-1403,1403,Female,Sales Executive,Married,Yes,Y,3,27,1,205,10,Bachelor's Degree,1,4,98,2,2,4,5769.00,7100.00,1,11,3,4,80,0,6,3,6,2,4,4
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Life Sciences,STAFF-1405,1405,Female,Research Scientist,Single,Yes,Y,2,27,0,135,17,Master's Degree,1,4,51,3,1,3,2394.00,25681.00,1,13,3,4,80,0,8,3,8,2,7,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-1407,1407,Male,Research Scientist,Single,No,Y,2,26,1,683,2,High School,1,1,36,2,1,4,3904.00,4050.00,0,12,3,4,80,0,5,3,4,3,1,1
No,Travel_Rarely,35 - 44,Current Employees,HR,Human Resources,STAFF-1408,1408,Female,Manager,Married,No,Y,5,42,1,1147,10,Bachelor's Degree,1,3,31,3,4,1,16799.00,16616.00,0,14,3,3,80,1,21,3,20,7,0,9
No,Non-Travel,25 - 34,Current Employees,R&D,Medical,STAFF-1955,1955,Female,Healthcare Representative,Divorced,No,Y,6,32,1,1146,15,Master's Degree,1,3,34,3,2,4,6667.00,16542.00,5,18,3,2,80,1,9,3,5,1,1,2
No,Non-Travel,35 - 44,Current Employees,R&D,Medical,STAFF-1662,1662,Female,Manufacturing Director,Married,No,Y,6,36,1,894,1,Master's Degree,1,4,33,2,2,3,4374.00,15411.00,0,15,3,3,80,0,4,3,3,2,1,2
No,Non-Travel,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1630,1630,Female,Healthcare Representative,Married,No,Y,5,35,1,208,8,Master's Degree,1,3,52,3,2,3,4148.00,12250.00,1,12,3,4,80,1,15,3,14,11,2,9
No,Non-Travel,45 - 54,Current Employees,R&D,Medical,STAFF-2000,2000,Female,Research Director,Married,No,Y,3,47,1,1162,1,High School,1,3,98,3,3,2,11957.00,17231.00,0,18,3,1,80,2,14,1,13,8,5,12
No,Non-Travel,Under 25,Current Employees,R&D,Medical,STAFF-1839,1839,Female,Research Scientist,Single,No,Y,4,18,1,1431,14,Bachelor's Degree,1,2,33,3,1,3,1514.00,8018.00,1,16,3,3,80,0,0,1,0,0,0,0
No,Non-Travel,35 - 44,Current Employees,Sales,Life Sciences,STAFF-1929,1929,Female,Sales Executive,Married,No,Y,1,39,1,1251,21,Master's Degree,1,1,32,1,2,3,5736.00,3987.00,6,19,3,3,80,1,10,3,3,2,1,2
No,Non-Travel,Under 25,Current Employees,Sales,Life Sciences,STAFF-1495,1495,Female,Sales Representative,Married,No,Y,2,24,1,830,13,Associates Degree,1,4,78,3,1,2,2033.00,7103.00,1,13,3,3,80,1,1,3,1,0,0,0
No,Non-Travel,25 - 34,Current Employees,Sales,Marketing,STAFF-1756,1756,Female,Sales Executive,Single,No,Y,2,33,1,1283,2,Bachelor's Degree,1,4,62,3,2,2,5147.00,10697.00,8,15,3,4,80,0,13,2,11,7,1,7
No,Travel_Frequently,45 - 54,Current Employees,R&D,Medical,STAFF-1900,1900,Female,Manager,Divorced,No,Y,3,48,1,117,22,Bachelor's Degree,1,4,58,3,4,4,17174.00,2437.00,3,11,3,2,80,1,24,3,22,17,4,7
No,Travel_Frequently,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2025,2025,Female,Manufacturing Director,Divorced,No,Y,3,36,1,688,4,Associates Degree,1,4,97,3,2,2,5131.00,9192.00,7,13,3,2,80,3,18,3,4,2,0,2
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,STAFF-1760,1760,Female,Laboratory Technician,Married,No,Y,4,38,1,594,2,Associates Degree,1,3,75,2,1,2,2468.00,15963.00,4,14,3,2,80,1,9,2,6,1,0,5
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1870,1870,Female,Research Scientist,Married,No,Y,2,27,1,1131,15,Bachelor's Degree,1,4,77,2,1,1,4774.00,23844.00,0,19,3,4,80,1,8,2,7,6,7,3
No,Travel_Frequently,35 - 44,Current Employees,R&D,Technical Degree,STAFF-1985,1985,Female,Laboratory Technician,Married,No,Y,2,40,1,692,11,Bachelor's Degree,1,4,73,3,2,3,6323.00,26849.00,1,11,3,1,80,1,10,4,10,9,9,4
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1513,1513,Female,Laboratory Technician,Married,No,Y,3,29,1,410,2,High School,1,4,97,3,1,2,3180.00,4668.00,0,13,3,3,80,3,4,3,3,2,0,2
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,STAFF-1633,1633,Female,Manufacturing Director,Single,No,Y,2,39,1,711,4,Bachelor's Degree,1,1,81,3,2,3,5042.00,3140.00,0,13,3,4,80,0,10,1,9,2,3,8
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,STAFF-1480,1480,Female,Laboratory Technician,Single,No,Y,3,42,1,748,9,Associates Degree,1,1,74,3,1,4,3673.00,16458.00,1,13,3,3,80,0,12,3,12,9,5,8
No,Travel_Frequently,25 - 34,Current Employees,R&D,Technical Degree,STAFF-1745,1745,Female,Research Scientist,Single,No,Y,2,30,1,1312,2,Master's Degree,1,4,78,2,1,1,4968.00,26427.00,0,16,3,4,80,0,10,3,9,7,0,7
No,Travel_Frequently,35 - 44,Current Employees,Sales,Marketing,STAFF-1481,1481,Female,Sales Executive,Married,No,Y,4,44,1,383,1,Doctoral Degree,1,1,79,3,2,3,4768.00,9282.00,7,12,3,3,80,1,11,2,1,0,0,0
No,Travel_Frequently,25 - 34,Current Employees,Sales,Marketing,STAFF-1833,1833,Female,Sales Executive,Married,No,Y,3,31,1,1125,7,Master's Degree,1,1,68,3,3,1,9637.00,8277.00,2,14,3,4,80,2,9,3,3,2,2,2
No,Travel_Rarely,25 - 34,Current Employees,HR,Human Resources,STAFF-1987,1987,Female,Human Resources,Married,No,Y,3,25,1,309,2,Bachelor's Degree,1,3,82,3,1,2,2187.00,19655.00,4,14,3,3,80,0,6,3,2,0,1,2
No,Travel_Rarely,45 - 54,Current Employees,HR,Life Sciences,STAFF-1625,1625,Female,Manager,Married,No,Y,2,47,1,1176,26,Master's Degree,1,4,98,3,5,3,19658.00,5220.00,3,11,3,3,80,1,27,3,5,2,1,0
No,Travel_Rarely,25 - 34,Current Employees,HR,Medical,STAFF-1461,1461,Female,Human Resources,Single,No,Y,3,31,1,1398,8,Associates Degree,1,4,96,4,1,2,2109.00,24609.00,9,18,3,4,80,0,8,3,3,2,0,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-1916,1916,Female,Laboratory Technician,Divorced,No,Y,0,31,1,471,4,Bachelor's Degree,1,1,62,4,1,3,3978.00,16031.00,8,12,3,2,80,1,4,2,2,2,2,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1829,1829,Female,Healthcare Representative,Divorced,No,Y,3,40,1,750,12,Bachelor's Degree,1,2,47,3,2,1,4448.00,10748.00,2,12,3,2,80,1,15,3,7,4,7,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1822,1822,Female,Healthcare Representative,Divorced,No,Y,3,40,1,1194,1,Bachelor's Degree,1,3,52,3,2,4,6513.00,9060.00,4,17,3,4,80,1,12,3,5,3,0,3
No,Travel_Rarely,25 - 34,Current Employees,R&D,Technical Degree,STAFF-1762,1762,Female,Research Scientist,Divorced,No,Y,2,29,1,590,4,Bachelor's Degree,1,4,91,2,1,1,2109.00,10007.00,1,13,3,3,80,1,1,3,1,0,0,0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1658,1658,Female,Research Scientist,Divorced,No,Y,2,34,1,1130,3,Bachelor's Degree,1,4,66,3,2,2,5433.00,19332.00,1,12,3,3,80,1,11,3,11,8,7,9
No,Travel_Rarely,45 - 54,Current Employees,R&D,Other,STAFF-1635,1635,Female,Manufacturing Director,Divorced,No,Y,3,45,1,1329,2,Associates Degree,1,4,59,2,2,4,5770.00,5388.00,1,19,3,1,80,2,10,3,10,7,3,9
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-1656,1656,Female,Research Director,Divorced,No,Y,3,50,1,813,17,Doctoral Degree,1,4,50,2,3,1,13269.00,21981.00,5,15,3,3,80,3,19,3,14,11,1,11
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-1502,1502,Female,Laboratory Technician,Married,No,Y,5,33,1,1099,4,Master's Degree,1,1,82,2,1,2,3838.00,8192.00,8,11,3,4,80,0,8,3,5,4,0,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-1866,1866,Female,Manager,Married,No,Y,2,43,1,823,6,Bachelor's Degree,1,1,81,2,5,3,19392.00,22539.00,7,13,3,4,80,0,21,3,16,12,6,14
No,Travel_Rarely,45 - 54,Current Employees,R&D,Technical Degree,STAFF-1786,1786,Female,Manager,Married,No,Y,2,51,1,942,3,Bachelor's Degree,1,1,53,3,3,3,13116.00,22984.00,2,11,3,4,80,0,15,3,2,2,2,2
